959;Touring-3000 Blue, 58;1;0,21;0
788;Mountain-300 Black, 48;1;0,14;0
885;HL Touring Frame - Yellow, 60;1;0,1;0
944;LL Mountain Frame - Silver, 40;1;0,22;0
740;HL Mountain Frame - Silver, 44;1;0,17;0
899;LL Touring Frame - Yellow, 44;1;0,15;0
728;LL Road Frame - Red, 58;1;0,16;0
977;Road-750 Black, 58;1;0,11;0
778;Mountain-100 Black, 48;1;0,16;0
809;ML Mountain Handlebars;1;0,07;0
892;HL Touring Frame - Blue, 54;1;0,1;0
787;Mountain-300 Black, 44;1;0,13;0
744;HL Mountain Frame - Black, 44;1;0,15;0
758;Road-450 Red, 52;1;0,14;0
718;HL Road Frame - Red, 44;1;0,08;0
720;HL Road Frame - Red, 52;1;0,09;0
889;HL Touring Frame - Yellow, 54;1;0,22;0
903;LL Touring Frame - Blue, 44;1;0,39;0
706;HL Road Frame - Red, 58;1;0,11;0
796;Road-250 Black, 58;1;0,11;0
725;LL Road Frame - Red, 44;1;0,05;0
794;Road-250 Black, 48;1;0,07;0
839;HL Road Frame - Black, 48;1;0,08;0
967;Touring-1000 Blue, 50;1;0,15;0
924;LL Mountain Frame - Black, 42;1;0,22;0
734;ML Road Frame - Red, 58;1;0,17;0
831;ML Mountain Frame - Black, 44;1;0,14;0
905;ML Mountain Frame-W - Silver, 42;1;0,14;0
791;Road-250 Red, 52;1;0,16;0
962;Touring-3000 Yellow, 50;1;0,15;0
926;LL Mountain Frame - Black, 48;1;0,2;0
764;Road-650 Red, 52;1;0,09;0
904;ML Mountain Frame-W - Silver, 40;1;0,14;0
753;Road-150 Red, 56;1;0,15;0
836;ML Road Frame-W - Yellow, 48;1;0,06;0
743;HL Mountain Frame - Black, 42;1;0,05;0
840;HL Road Frame - Black, 52;1;0,08;0
769;Road-650 Black, 48;1;0,16;0
838;HL Road Frame - Black, 44;1;0,07;0
966;Touring-1000 Blue, 46;0;0;0
895;LL Touring Frame - Blue, 50;0;0;0
992;Mountain-500 Black, 48;0;0;0
795;Road-250 Black, 52;0;0;0
755;Road-450 Red, 60;0;0;0
726;LL Road Frame - Red, 48;0;0;0
997;Road-750 Black, 44;0;0;0
800;Road-550-W Yellow, 44;0;0;0
897;LL Touring Frame - Blue, 58;0;0;0
993;Mountain-500 Black, 52;0;0;0
976;Road-350-W Yellow, 48;0;0;0
961;Touring-3000 Yellow, 44;0;0;0
724;LL Road Frame - Black, 62;0;0;0
978;Touring-3000 Blue, 44;0;0;0
943;LL Mountain Frame - Black, 40;0;0;0
983;Mountain-400-W Silver, 46;0;0;0
900;LL Touring Frame - Yellow, 50;0;0;0
919;LL Mountain Frame - Silver, 48;0;0;0
888;HL Touring Frame - Yellow, 50;0;0;0
988;Mountain-500 Silver, 52;0;0;0
774;Mountain-100 Silver, 48;0;0;0
824;ML Mountain Rear Wheel;0;0;0
981;Mountain-400-W Silver, 40;0;0;0
741;HL Mountain Frame - Silver, 48;0;0;0
898;LL Touring Frame - Blue, 62;0;0;0
955;Touring-1000 Yellow, 50;0;0;0
927;LL Mountain Frame - Black, 52;0;0;0
964;Touring-3000 Yellow, 58;0;0;0
751;Road-150 Red, 48;0;0;0
965;Touring-3000 Yellow, 62;0;0;0
768;Road-650 Black, 44;0;0;0
825;HL Mountain Rear Wheel;0;0;0
953;Touring-2000 Blue, 60;0;0;0
960;Touring-3000 Blue, 62;0;0;0
986;Mountain-500 Silver, 44;0;0;0
749;Road-150 Red, 62;0;0;0
920;LL Mountain Frame - Silver, 52;0;0;0
991;Mountain-500 Black, 44;0;0;0
521;ML Touring Seat Assembly;0;0;0
732;ML Road Frame - Red, 48;0;0;0
901;LL Touring Frame - Yellow, 54;0;0;0
958;Touring-3000 Blue, 54;0;0;0
984;Mountain-500 Silver, 40;0;0;0
989;Mountain-500 Black, 40;0;0;0
792;Road-250 Red, 58;0;0;0
949;LL Crankset;0;0;0
752;Road-150 Red, 52;0;0;0
975;Road-350-W Yellow, 44;0;0;0
835;ML Road Frame-W - Yellow, 44;0;0;0
735;ML Road Frame - Red, 60;0;0;0
906;ML Mountain Frame-W - Silver, 46;0;0;0
963;Touring-3000 Yellow, 54;0;0;0
925;LL Mountain Frame - Black, 44;0;0;0
982;Mountain-400-W Silver, 42;0;0;0
785;Mountain-300 Black, 38;0;0;0
754;Road-450 Red, 58;0;0;0
968;Touring-1000 Blue, 54;0;0;0
947;HL Touring Handlebars;0;0;0
750;Road-150 Red, 44;0;0;0
918;LL Mountain Frame - Silver, 44;0;0;0
721;HL Road Frame - Red, 56;0;0;0
736;LL Road Frame - Black, 44;0;0;0
833;ML Road Frame-W - Yellow, 40;0;0;0
990;Mountain-500 Black, 42;0;0;0
719;HL Road Frame - Red, 48;0;0;0
973;Road-350-W Yellow, 40;0;0;0
942;ML Mountain Frame-W - Silver, 38;0;0;0
745;HL Mountain Frame - Black, 48;0;0;0
902;LL Touring Frame - Yellow, 58;0;0;0
985;Mountain-500 Silver, 42;0;0;0
757;Road-450 Red, 48;0;0;0
717;HL Road Frame - Red, 62;0;0;0
814;ML Mountain Frame - Black, 38;0;0;0
971;Touring-2000 Blue, 50;0;0;0
731;ML Road Frame - Red, 44;0;0;0
980;Mountain-400-W Silver, 38;0;0;0
956;Touring-1000 Yellow, 54;0;0;0
519;HL Road Seat Assembly;0;0;0
970;Touring-2000 Blue, 46;0;0;0
733;ML Road Frame - Red, 52;0;0;0
987;Mountain-500 Silver, 48;0;0;0
