2011-08-04;Final Assembly;1701
2011-08-04;Frame Forming;2741
2011-08-04;Frame Welding;885
2011-08-04;Paint;17
2011-08-04;Specialized Paint;52
2011-08-04;Subassembly;8453
2011-08-05;Final Assembly;20
2011-08-05;Frame Forming;30
2011-08-05;Frame Welding;10
2011-08-05;Subassembly;100
2011-08-06;Final Assembly;8
2011-08-06;Frame Forming;12
2011-08-06;Frame Welding;4
2011-08-06;Subassembly;40
2011-08-07;Final Assembly;12
2011-08-07;Frame Forming;18
2011-08-07;Frame Welding;6
2011-08-07;Subassembly;60
2011-08-08;Final Assembly;6
2011-08-08;Frame Forming;9
2011-08-08;Frame Welding;3
2011-08-08;Subassembly;30
2011-08-09;Final Assembly;14
2011-08-09;Frame Forming;21
2011-08-09;Frame Welding;7
2011-08-09;Subassembly;70
2011-08-10;Final Assembly;10
2011-08-10;Frame Forming;15
2011-08-10;Frame Welding;5
2011-08-10;Subassembly;50
2011-08-11;Final Assembly;6
2011-08-11;Frame Forming;9
2011-08-11;Frame Welding;3
2011-08-11;Subassembly;30
2011-08-12;Final Assembly;14
2011-08-12;Frame Forming;21
2011-08-12;Frame Welding;7
2011-08-12;Subassembly;70
2011-08-13;Final Assembly;6
2011-08-13;Frame Forming;9
2011-08-13;Frame Welding;3
2011-08-13;Subassembly;30
2011-08-15;Final Assembly;4
2011-08-15;Frame Forming;6
2011-08-15;Frame Welding;2
2011-08-15;Subassembly;20
2011-08-16;Debur and Polish;1
2011-08-16;Final Assembly;9
2011-08-16;Frame Forming;13
2011-08-16;Frame Welding;5
2011-08-16;Paint;1
2011-08-16;Subassembly;41
2011-08-17;Final Assembly;10
2011-08-17;Frame Forming;15
2011-08-17;Frame Welding;5
2011-08-17;Subassembly;50
2011-08-18;Final Assembly;8
2011-08-18;Frame Forming;12
2011-08-18;Frame Welding;4
2011-08-18;Subassembly;40
2011-08-19;Final Assembly;10
2011-08-19;Frame Forming;15
2011-08-19;Frame Welding;5
2011-08-19;Subassembly;50
2011-08-20;Final Assembly;8
2011-08-20;Frame Forming;12
2011-08-20;Frame Welding;4
2011-08-20;Subassembly;40
2011-08-21;Final Assembly;10
2011-08-21;Frame Forming;15
2011-08-21;Frame Welding;5
2011-08-21;Subassembly;50
2011-08-22;Final Assembly;16
2011-08-22;Frame Forming;24
2011-08-22;Frame Welding;8
2011-08-22;Subassembly;80
2011-08-23;Final Assembly;4
2011-08-23;Frame Forming;6
2011-08-23;Frame Welding;2
2011-08-23;Subassembly;20
2011-08-24;Debur and Polish;2
2011-08-24;Final Assembly;18
2011-08-24;Frame Forming;26
2011-08-24;Frame Welding;10
2011-08-24;Specialized Paint;2
2011-08-24;Subassembly;82
2011-08-25;Final Assembly;12
2011-08-25;Frame Forming;18
2011-08-25;Frame Welding;6
2011-08-25;Subassembly;60
2011-08-26;Final Assembly;14
2011-08-26;Frame Forming;21
2011-08-26;Frame Welding;7
2011-08-26;Subassembly;70
2011-08-27;Final Assembly;6
2011-08-27;Frame Forming;9
2011-08-27;Frame Welding;3
2011-08-27;Subassembly;30
2011-08-28;Final Assembly;6
2011-08-28;Frame Forming;9
2011-08-28;Frame Welding;3
2011-08-28;Subassembly;30
2011-08-29;Final Assembly;10
2011-08-29;Frame Forming;15
2011-08-29;Frame Welding;5
2011-08-29;Subassembly;50
2011-08-30;Final Assembly;20
2011-08-30;Frame Forming;30
2011-08-30;Frame Welding;10
2011-08-30;Subassembly;100
2011-08-31;Final Assembly;4
2011-08-31;Frame Forming;6
2011-08-31;Frame Welding;2
2011-08-31;Subassembly;20
2011-09-01;Final Assembly;2
2011-09-01;Frame Forming;3
2011-09-01;Frame Welding;1
2011-09-01;Subassembly;10
2011-09-02;Final Assembly;20
2011-09-02;Frame Forming;30
2011-09-02;Frame Welding;10
2011-09-02;Subassembly;100
2011-09-03;Debur and Polish;55
2011-09-03;Final Assembly;1501
2011-09-03;Frame Forming;2400
2011-09-03;Frame Welding;778
2011-09-03;Paint;32
2011-09-03;Specialized Paint;23
2011-09-03;Subassembly;7461
2011-09-04;Final Assembly;6
2011-09-04;Frame Forming;9
2011-09-04;Frame Welding;3
2011-09-04;Subassembly;30
2011-09-05;Final Assembly;8
2011-09-05;Frame Forming;12
2011-09-05;Frame Welding;4
2011-09-05;Subassembly;40
2011-09-06;Final Assembly;4
2011-09-06;Frame Forming;6
2011-09-06;Frame Welding;2
2011-09-06;Subassembly;20
2011-09-07;Final Assembly;16
2011-09-07;Frame Forming;24
2011-09-07;Frame Welding;8
2011-09-07;Subassembly;80
2011-09-08;Debur and Polish;1
2011-09-08;Final Assembly;7
2011-09-08;Frame Forming;10
2011-09-08;Frame Welding;4
2011-09-08;Paint;1
2011-09-08;Subassembly;31
2011-09-09;Final Assembly;8
2011-09-09;Frame Forming;12
2011-09-09;Frame Welding;4
2011-09-09;Subassembly;40
2011-09-10;Final Assembly;22
2011-09-10;Frame Forming;33
2011-09-10;Frame Welding;11
2011-09-10;Subassembly;110
2011-09-11;Debur and Polish;1
2011-09-11;Final Assembly;19
2011-09-11;Frame Forming;28
2011-09-11;Frame Welding;10
2011-09-11;Paint;1
2011-09-11;Subassembly;91
2011-09-12;Final Assembly;10
2011-09-12;Frame Forming;15
2011-09-12;Frame Welding;5
2011-09-12;Subassembly;50
2011-09-13;Final Assembly;16
2011-09-13;Frame Forming;24
2011-09-13;Frame Welding;8
2011-09-13;Subassembly;80
2011-09-14;Final Assembly;24
2011-09-14;Frame Forming;36
2011-09-14;Frame Welding;12
2011-09-14;Subassembly;120
2011-09-15;Final Assembly;12
2011-09-15;Frame Forming;18
2011-09-15;Frame Welding;6
2011-09-15;Subassembly;60
2011-09-16;Final Assembly;6
2011-09-16;Frame Forming;9
2011-09-16;Frame Welding;3
2011-09-16;Subassembly;30
2011-09-17;Final Assembly;4
2011-09-17;Frame Forming;6
2011-09-17;Frame Welding;2
2011-09-17;Subassembly;20
2011-09-18;Final Assembly;12
2011-09-18;Frame Forming;18
2011-09-18;Frame Welding;6
2011-09-18;Subassembly;60
2011-09-19;Final Assembly;6
2011-09-19;Frame Forming;9
2011-09-19;Frame Welding;3
2011-09-19;Subassembly;30
2011-09-20;Final Assembly;16
2011-09-20;Frame Forming;24
2011-09-20;Frame Welding;8
2011-09-20;Subassembly;80
2011-09-21;Final Assembly;10
2011-09-21;Frame Forming;15
2011-09-21;Frame Welding;5
2011-09-21;Subassembly;50
2011-09-22;Final Assembly;12
2011-09-22;Frame Forming;18
2011-09-22;Frame Welding;6
2011-09-22;Subassembly;60
2011-09-23;Final Assembly;6
2011-09-23;Frame Forming;9
2011-09-23;Frame Welding;3
2011-09-23;Subassembly;30
2011-09-24;Debur and Polish;1
2011-09-24;Final Assembly;9
2011-09-24;Frame Forming;13
2011-09-24;Frame Welding;5
2011-09-24;Specialized Paint;1
2011-09-24;Subassembly;41
2011-09-25;Final Assembly;10
2011-09-25;Frame Forming;15
2011-09-25;Frame Welding;5
2011-09-25;Subassembly;50
2011-09-27;Final Assembly;2
2011-09-27;Frame Forming;3
2011-09-27;Frame Welding;1
2011-09-27;Subassembly;10
2011-09-28;Final Assembly;4
2011-09-28;Frame Forming;6
2011-09-28;Frame Welding;2
2011-09-28;Subassembly;20
2011-09-29;Final Assembly;20
2011-09-29;Frame Forming;30
2011-09-29;Frame Welding;10
2011-09-29;Subassembly;100
2011-09-30;Final Assembly;10
2011-09-30;Frame Forming;15
2011-09-30;Frame Welding;5
2011-09-30;Subassembly;50
2011-10-01;Final Assembly;20
2011-10-01;Frame Forming;30
2011-10-01;Frame Welding;10
2011-10-01;Subassembly;100
2011-10-02;Final Assembly;14
2011-10-02;Frame Forming;21
2011-10-02;Frame Welding;7
2011-10-02;Subassembly;70
2011-10-03;Final Assembly;4
2011-10-03;Frame Forming;6
2011-10-03;Frame Welding;2
2011-10-03;Subassembly;20
2011-10-04;Debur and Polish;102
2011-10-04;Final Assembly;3612
2011-10-04;Frame Forming;5784
2011-10-04;Frame Welding;1857
2011-10-04;Paint;78
2011-10-04;Specialized Paint;24
2011-10-04;Subassembly;18069
2011-10-05;Final Assembly;6
2011-10-05;Frame Forming;9
2011-10-05;Frame Welding;3
2011-10-05;Subassembly;30
2011-10-06;Debur and Polish;1
2011-10-06;Final Assembly;9
2011-10-06;Frame Forming;13
2011-10-06;Frame Welding;5
2011-10-06;Paint;1
2011-10-06;Subassembly;41
2011-10-07;Final Assembly;12
2011-10-07;Frame Forming;18
2011-10-07;Frame Welding;6
2011-10-07;Subassembly;60
2011-10-08;Final Assembly;14
2011-10-08;Frame Forming;21
2011-10-08;Frame Welding;7
2011-10-08;Subassembly;70
2011-10-09;Debur and Polish;1
2011-10-09;Final Assembly;11
2011-10-09;Frame Forming;16
2011-10-09;Frame Welding;6
2011-10-09;Paint;1
2011-10-09;Subassembly;51
2011-10-10;Final Assembly;18
2011-10-10;Frame Forming;27
2011-10-10;Frame Welding;9
2011-10-10;Subassembly;90
2011-10-11;Final Assembly;16
2011-10-11;Frame Forming;24
2011-10-11;Frame Welding;8
2011-10-11;Subassembly;80
2011-10-12;Final Assembly;8
2011-10-12;Frame Forming;12
2011-10-12;Frame Welding;4
2011-10-12;Subassembly;40
2011-10-13;Debur and Polish;1
2011-10-13;Final Assembly;15
2011-10-13;Frame Forming;22
2011-10-13;Frame Welding;8
2011-10-13;Paint;1
2011-10-13;Subassembly;71
2011-10-14;Final Assembly;12
2011-10-14;Frame Forming;18
2011-10-14;Frame Welding;6
2011-10-14;Subassembly;60
2011-10-15;Final Assembly;14
2011-10-15;Frame Forming;21
2011-10-15;Frame Welding;7
2011-10-15;Subassembly;70
2011-10-16;Debur and Polish;4
2011-10-16;Final Assembly;20
2011-10-16;Frame Forming;28
2011-10-16;Frame Welding;12
2011-10-16;Specialized Paint;4
2011-10-16;Subassembly;84
2011-10-17;Final Assembly;18
2011-10-17;Frame Forming;27
2011-10-17;Frame Welding;9
2011-10-17;Subassembly;90
2011-10-18;Final Assembly;12
2011-10-18;Frame Forming;18
2011-10-18;Frame Welding;6
2011-10-18;Subassembly;60
2011-10-19;Final Assembly;14
2011-10-19;Frame Forming;21
2011-10-19;Frame Welding;7
2011-10-19;Subassembly;70
2011-10-20;Final Assembly;8
2011-10-20;Frame Forming;12
2011-10-20;Frame Welding;4
2011-10-20;Subassembly;40
2011-10-21;Final Assembly;6
2011-10-21;Frame Forming;9
2011-10-21;Frame Welding;3
2011-10-21;Subassembly;30
2011-10-22;Final Assembly;12
2011-10-22;Frame Forming;18
2011-10-22;Frame Welding;6
2011-10-22;Subassembly;60
2011-10-23;Debur and Polish;1
2011-10-23;Final Assembly;11
2011-10-23;Frame Forming;16
2011-10-23;Frame Welding;6
2011-10-23;Specialized Paint;1
2011-10-23;Subassembly;51
2011-10-24;Final Assembly;12
2011-10-24;Frame Forming;18
2011-10-24;Frame Welding;6
2011-10-24;Subassembly;60
2011-10-25;Final Assembly;4
2011-10-25;Frame Forming;6
2011-10-25;Frame Welding;2
2011-10-25;Subassembly;20
2011-10-26;Final Assembly;8
2011-10-26;Frame Forming;12
2011-10-26;Frame Welding;4
2011-10-26;Subassembly;40
2011-10-27;Final Assembly;14
2011-10-27;Frame Forming;21
2011-10-27;Frame Welding;7
2011-10-27;Subassembly;70
2011-10-28;Debur and Polish;1
2011-10-28;Final Assembly;7
2011-10-28;Frame Forming;10
2011-10-28;Frame Welding;4
2011-10-28;Paint;1
2011-10-28;Subassembly;31
2011-10-29;Final Assembly;12
2011-10-29;Frame Forming;18
2011-10-29;Frame Welding;6
2011-10-29;Subassembly;60
2011-10-30;Final Assembly;6
2011-10-30;Frame Forming;9
2011-10-30;Frame Welding;3
2011-10-30;Subassembly;30
2011-10-31;Debur and Polish;1
2011-10-31;Final Assembly;15
2011-10-31;Frame Forming;22
2011-10-31;Frame Welding;8
2011-10-31;Specialized Paint;1
2011-10-31;Subassembly;71
2011-11-01;Final Assembly;10
2011-11-01;Frame Forming;15
2011-11-01;Frame Welding;5
2011-11-01;Subassembly;50
2011-11-02;Final Assembly;12
2011-11-02;Frame Forming;18
2011-11-02;Frame Welding;6
2011-11-02;Subassembly;60
2011-11-03;Debur and Polish;85
2011-11-03;Final Assembly;2623
2011-11-03;Frame Forming;4236
2011-11-03;Frame Welding;1354
2011-11-03;Paint;63
2011-11-03;Specialized Paint;22
2011-11-03;Subassembly;13119
2011-11-04;Final Assembly;16
2011-11-04;Frame Forming;24
2011-11-04;Frame Welding;8
2011-11-04;Subassembly;80
2011-11-05;Final Assembly;20
2011-11-05;Frame Forming;30
2011-11-05;Frame Welding;10
2011-11-05;Subassembly;100
2011-11-06;Debur and Polish;1
2011-11-06;Final Assembly;11
2011-11-06;Frame Forming;16
2011-11-06;Frame Welding;6
2011-11-06;Specialized Paint;1
2011-11-06;Subassembly;51
2011-11-07;Final Assembly;12
2011-11-07;Frame Forming;18
2011-11-07;Frame Welding;6
2011-11-07;Subassembly;60
2011-11-08;Final Assembly;10
2011-11-08;Frame Forming;15
2011-11-08;Frame Welding;5
2011-11-08;Subassembly;50
2011-11-09;Final Assembly;12
2011-11-09;Frame Forming;18
2011-11-09;Frame Welding;6
2011-11-09;Subassembly;60
2011-11-10;Debur and Polish;3
2011-11-10;Final Assembly;41
2011-11-10;Frame Forming;60
2011-11-10;Frame Welding;22
2011-11-10;Paint;3
2011-11-10;Subassembly;193
2011-11-11;Final Assembly;10
2011-11-11;Frame Forming;15
2011-11-11;Frame Welding;5
2011-11-11;Subassembly;50
2011-11-12;Final Assembly;4
2011-11-12;Frame Forming;6
2011-11-12;Frame Welding;2
2011-11-12;Subassembly;20
2011-11-13;Final Assembly;22
2011-11-13;Frame Forming;33
2011-11-13;Frame Welding;11
2011-11-13;Subassembly;110
2011-11-14;Final Assembly;8
2011-11-14;Frame Forming;12
2011-11-14;Frame Welding;4
2011-11-14;Subassembly;40
2011-11-15;Debur and Polish;2
2011-11-15;Final Assembly;24
2011-11-15;Frame Forming;35
2011-11-15;Frame Welding;13
2011-11-15;Paint;2
2011-11-15;Subassembly;112
2011-11-16;Final Assembly;10
2011-11-16;Frame Forming;15
2011-11-16;Frame Welding;5
2011-11-16;Subassembly;50
2011-11-17;Debur and Polish;1
2011-11-17;Final Assembly;25
2011-11-17;Frame Forming;37
2011-11-17;Frame Welding;13
2011-11-17;Specialized Paint;1
2011-11-17;Subassembly;121
2011-11-18;Final Assembly;14
2011-11-18;Frame Forming;21
2011-11-18;Frame Welding;7
2011-11-18;Subassembly;70
2011-11-19;Debur and Polish;1
2011-11-19;Final Assembly;9
2011-11-19;Frame Forming;13
2011-11-19;Frame Welding;5
2011-11-19;Paint;1
2011-11-19;Subassembly;41
2011-11-20;Final Assembly;12
2011-11-20;Frame Forming;18
2011-11-20;Frame Welding;6
2011-11-20;Subassembly;60
2011-11-21;Final Assembly;28
2011-11-21;Frame Forming;42
2011-11-21;Frame Welding;14
2011-11-21;Subassembly;140
2011-11-22;Final Assembly;18
2011-11-22;Frame Forming;27
2011-11-22;Frame Welding;9
2011-11-22;Subassembly;90
2011-11-23;Final Assembly;20
2011-11-23;Frame Forming;30
2011-11-23;Frame Welding;10
2011-11-23;Subassembly;100
2011-11-24;Final Assembly;14
2011-11-24;Frame Forming;21
2011-11-24;Frame Welding;7
2011-11-24;Subassembly;70
2011-11-25;Final Assembly;16
2011-11-25;Frame Forming;24
2011-11-25;Frame Welding;8
2011-11-25;Subassembly;80
2011-11-26;Final Assembly;10
2011-11-26;Frame Forming;15
2011-11-26;Frame Welding;5
2011-11-26;Subassembly;50
2011-11-27;Final Assembly;14
2011-11-27;Frame Forming;21
2011-11-27;Frame Welding;7
2011-11-27;Subassembly;70
2011-11-28;Final Assembly;16
2011-11-28;Frame Forming;24
2011-11-28;Frame Welding;8
2011-11-28;Subassembly;80
2011-11-29;Final Assembly;8
2011-11-29;Frame Forming;12
2011-11-29;Frame Welding;4
2011-11-29;Subassembly;40
2011-11-30;Final Assembly;20
2011-11-30;Frame Forming;30
2011-11-30;Frame Welding;10
2011-11-30;Subassembly;100
2011-12-01;Debur and Polish;1
2011-12-01;Final Assembly;17
2011-12-01;Frame Forming;25
2011-12-01;Frame Welding;9
2011-12-01;Paint;1
2011-12-01;Subassembly;81
2011-12-02;Debur and Polish;3
2011-12-02;Final Assembly;17
2011-12-02;Frame Forming;24
2011-12-02;Frame Welding;10
2011-12-02;Paint;1
2011-12-02;Specialized Paint;2
2011-12-02;Subassembly;73
2011-12-03;Final Assembly;14
2011-12-03;Frame Forming;21
2011-12-03;Frame Welding;7
2011-12-03;Subassembly;70
2011-12-04;Debur and Polish;26
2011-12-04;Final Assembly;1308
2011-12-04;Frame Forming;2022
2011-12-04;Frame Welding;667
2011-12-04;Paint;3
2011-12-04;Specialized Paint;23
2011-12-04;Subassembly;6509
2011-12-05;Final Assembly;8
2011-12-05;Frame Forming;12
2011-12-05;Frame Welding;4
2011-12-05;Subassembly;40
2011-12-06;Final Assembly;16
2011-12-06;Frame Forming;24
2011-12-06;Frame Welding;8
2011-12-06;Subassembly;80
2011-12-07;Debur and Polish;1
2011-12-07;Final Assembly;11
2011-12-07;Frame Forming;16
2011-12-07;Frame Welding;6
2011-12-07;Specialized Paint;1
2011-12-07;Subassembly;51
2011-12-08;Final Assembly;6
2011-12-08;Frame Forming;9
2011-12-08;Frame Welding;3
2011-12-08;Subassembly;30
2011-12-09;Debur and Polish;1
2011-12-09;Final Assembly;13
2011-12-09;Frame Forming;19
2011-12-09;Frame Welding;7
2011-12-09;Paint;1
2011-12-09;Subassembly;61
2011-12-10;Final Assembly;8
2011-12-10;Frame Forming;12
2011-12-10;Frame Welding;4
2011-12-10;Subassembly;40
2011-12-11;Debur and Polish;2
2011-12-11;Final Assembly;18
2011-12-11;Frame Forming;26
2011-12-11;Frame Welding;10
2011-12-11;Paint;1
2011-12-11;Specialized Paint;1
2011-12-11;Subassembly;82
2011-12-12;Final Assembly;10
2011-12-12;Frame Forming;15
2011-12-12;Frame Welding;5
2011-12-12;Subassembly;50
2011-12-13;Final Assembly;8
2011-12-13;Frame Forming;12
2011-12-13;Frame Welding;4
2011-12-13;Subassembly;40
2011-12-14;Debur and Polish;1
2011-12-14;Final Assembly;19
2011-12-14;Frame Forming;28
2011-12-14;Frame Welding;10
2011-12-14;Specialized Paint;1
2011-12-14;Subassembly;91
2011-12-15;Final Assembly;14
2011-12-15;Frame Forming;21
2011-12-15;Frame Welding;7
2011-12-15;Subassembly;70
2011-12-16;Final Assembly;6
2011-12-16;Frame Forming;9
2011-12-16;Frame Welding;3
2011-12-16;Subassembly;30
2011-12-17;Debur and Polish;2
2011-12-17;Final Assembly;20
2011-12-17;Frame Forming;29
2011-12-17;Frame Welding;11
2011-12-17;Specialized Paint;2
2011-12-17;Subassembly;92
2011-12-18;Debur and Polish;1
2011-12-18;Final Assembly;15
2011-12-18;Frame Forming;22
2011-12-18;Frame Welding;8
2011-12-18;Specialized Paint;1
2011-12-18;Subassembly;71
2011-12-19;Final Assembly;14
2011-12-19;Frame Forming;21
2011-12-19;Frame Welding;7
