10;2011-11-01;60480;47520;127,27
10;2011-11-02;57600;79200;72,73
10;2011-11-03;230400;158400;145,45
10;2011-11-04;51840;95040;54,55
10;2011-11-05;103680;63360;163,64
10;2011-11-06;40320;110880;36,36
10;2011-11-07;115200;63360;181,82
10;2011-11-08;8640;47520;18,18
10;2011-11-09;126720;63360;200
10;2011-11-10;100800;110880;90,91
10;2011-11-11;138240;63360;218,18
10;2011-11-12;34560;47520;72,73
10;2011-11-13;187200;79200;236,36
10;2011-11-14;25920;47520;54,55
10;2011-11-15;201600;79200;254,55
10;2011-11-16;23040;63360;36,36
10;2011-11-17;302400;110880;272,73
10;2011-11-18;17280;95040;18,18
10;2011-11-19;322560;110880;290,91
10;2011-11-20;4320;47520;9,09
10;2011-11-21;95040;95040;100
10;2011-11-22;8640;95040;9,09
10;2011-11-23;95040;95040;100
10;2011-11-24;7200;79200;9,09
10;2011-11-25;79200;79200;100
10;2011-11-26;7200;79200;9,09
10;2011-11-27;95040;95040;100
10;2011-11-28;8640;95040;9,09
10;2011-11-29;47520;47520;100
10;2011-11-30;103680;95040;109,09
10;2011-12-01;72000;79200;90,91
10;2011-12-02;120960;95040;127,27
10;2011-12-03;57600;79200;72,73
10;2011-12-04;230400;158400;145,45
10;2011-12-05;25920;47520;54,55
10;2011-12-06;103680;63360;163,64
10;2011-12-07;28800;79200;36,36
10;2011-12-08;144000;79200;181,82
10;2011-12-09;14400;79200;18,18
10;2011-12-10;158400;79200;200
10;2011-12-11;115200;126720;90,91
10;2011-12-12;103680;47520;218,18
10;2011-12-13;46080;63360;72,73
10;2011-12-14;187200;79200;236,36
10;2011-12-15;25920;47520;54,55
10;2011-12-16;201600;79200;254,55
10;2011-12-17;28800;79200;36,36
10;2011-12-18;302400;110880;272,73
10;2011-12-19;11520;63360;18,18
10;2011-12-20;276480;95040;290,91
10;2011-12-21;7200;79200;9,09
10;2011-12-22;79200;79200;100
10;2011-12-23;4320;47520;9,09
10;2011-12-24;63360;63360;100
10;2011-12-25;7200;79200;9,09
10;2011-12-26;47520;47520;100
10;2011-12-27;8640;95040;9,09
10;2011-12-28;79200;79200;100
10;2011-12-29;7200;79200;9,09
10;2011-12-30;95040;95040;100
10;2011-12-31;103680;95040;109,09
10;2012-01-01;100800;110880;90,91
10;2012-01-02;100800;79200;127,27
10;2012-01-03;69120;95040;72,73
10;2012-01-04;230400;158400;145,45
10;2012-01-05;43200;79200;54,55
10;2012-01-06;103680;63360;163,64
10;2012-01-07;28800;79200;36,36
10;2012-01-08;172800;95040;181,82
10;2012-01-09;20160;110880;18,18
10;2012-01-10;158400;79200;200
10;2012-01-11;72000;79200;90,91
10;2012-01-12;103680;47520;218,18
10;2012-01-13;57600;79200;72,73
10;2012-01-14;187200;79200;236,36
10;2012-01-15;43200;79200;54,55
10;2012-01-16;161280;63360;254,55
10;2012-01-17;28800;79200;36,36
10;2012-01-18;51840;47520;109,09
10;2012-01-19;17280;95040;18,18
10;2012-01-20;60480;47520;127,27
10;2012-01-21;0;47520;0
10;2012-01-22;115200;79200;145,45
10;2012-01-23;79200;79200;100
10;2012-01-24;77760;47520;163,64
10;2012-01-25;63360;63360;100
10;2012-01-26;86400;47520;181,82
10;2012-01-27;79200;79200;100
10;2012-01-28;86400;79200;109,09
10;2012-01-29;86400;95040;90,91
10;2012-01-30;60480;47520;127,27
10;2012-01-31;57600;79200;72,73
10;2012-02-01;230400;158400;145,45
10;2012-02-02;51840;95040;54,55
10;2012-02-03;181440;110880;163,64
10;2012-02-04;34560;95040;36,36
10;2012-02-05;86400;47520;181,82
10;2012-02-06;17280;95040;18,18
10;2012-02-07;221760;110880;200
10;2012-02-08;57600;63360;90,91
10;2012-02-09;172800;79200;218,18
10;2012-02-10;34560;47520;72,73
10;2012-02-11;149760;63360;236,36
10;2012-02-12;51840;95040;54,55
10;2012-02-13;282240;110880;254,55
10;2012-02-14;34560;95040;36,36
10;2012-02-15;302400;110880;272,73
10;2012-02-16;8640;47520;18,18
10;2012-02-17;322560;110880;290,91
10;2012-02-18;7200;79200;9,09
10;2012-02-19;79200;79200;100
10;2012-02-20;5760;63360;9,09
10;2012-02-21;47520;47520;100
10;2012-02-22;5760;63360;9,09
10;2012-02-23;63360;63360;100
10;2012-02-24;7200;79200;9,09
10;2012-02-25;63360;63360;100
10;2012-02-26;8640;95040;9,09
10;2012-02-27;47520;47520;100
10;2012-02-28;51840;47520;109,09
10;2012-02-29;57600;63360;90,91
10;2012-03-01;60480;47520;127,27
10;2012-03-02;46080;63360;72,73
10;2012-03-03;230400;158400;145,45
10;2012-03-04;34560;63360;54,55
10;2012-03-05;155520;95040;163,64
10;2012-03-06;28800;79200;36,36
10;2012-03-07;115200;63360;181,82
10;2012-03-08;17280;95040;18,18
10;2012-03-09;190080;95040;200
10;2012-03-10;43200;47520;90,91
10;2012-03-11;103680;47520;218,18
10;2012-03-12;69120;95040;72,73
10;2012-03-13;149760;63360;236,36
10;2012-03-14;60480;110880;54,55
10;2012-03-15;161280;63360;254,55
10;2012-03-16;28800;79200;36,36
10;2012-03-17;172800;63360;272,73
10;2012-03-18;14400;79200;18,18
10;2012-03-19;69120;63360;109,09
10;2012-03-20;0;79200;0
10;2012-03-21;120960;95040;127,27
10;2012-03-22;95040;95040;100
10;2012-03-23;161280;110880;145,45
10;2012-03-24;79200;79200;100
10;2012-03-25;155520;95040;163,64
10;2012-03-26;110880;110880;100
10;2012-03-27;172800;95040;181,82
10;2012-03-28;47520;47520;100
10;2012-03-29;69120;63360;109,09
10;2012-03-30;72000;79200;90,91
10;2012-03-31;120960;95040;127,27
10;2012-04-01;80640;110880;72,73
10;2012-04-02;230400;158400;145,45
10;2012-04-03;25920;47520;54,55
10;2012-04-04;129600;79200;163,64
10;2012-04-05;23040;63360;36,36
10;2012-04-06;172800;95040;181,82
10;2012-04-07;17280;95040;18,18
10;2012-04-08;190080;95040;200
10;2012-04-09;86400;95040;90,91
10;2012-04-10;138240;63360;218,18
10;2012-04-11;69120;95040;72,73
10;2012-04-12;187200;79200;236,36
10;2012-04-13;34560;63360;54,55
10;2012-04-14;322560;126720;254,55
10;2012-04-15;28800;79200;36,36
10;2012-04-16;216000;79200;272,73
10;2012-04-17;17280;95040;18,18
10;2012-04-18;230400;79200;290,91
10;2012-04-19;5760;63360;9,09
10;2012-04-20;95040;95040;100
10;2012-04-21;5760;63360;9,09
10;2012-04-22;79200;79200;100
10;2012-04-23;5760;63360;9,09
10;2012-04-24;63360;63360;100
10;2012-04-25;8640;95040;9,09
10;2012-04-26;95040;95040;100
10;2012-04-27;7200;79200;9,09
10;2012-04-28;95040;95040;100
10;2012-04-29;103680;95040;109,09
10;2012-04-30;43200;47520;90,91
10;2012-05-01;120960;95040;127,27
10;2012-05-02;69120;95040;72,73
10;2012-05-03;230400;158400;145,45
10;2012-05-04;51840;95040;54,55
10;2012-05-05;155520;95040;163,64
10;2012-05-06;40320;110880;36,36
10;2012-05-07;201600;110880;181,82
10;2012-05-08;14400;79200;18,18
10;2012-05-09;221760;110880;200
10;2012-05-10;57600;63360;90,91
10;2012-05-11;172800;79200;218,18
10;2012-05-12;69120;95040;72,73
10;2012-05-13;149760;63360;236,36
10;2012-05-14;69120;126720;54,55
10;2012-05-15;201600;79200;254,55
10;2012-05-16;23040;63360;36,36
10;2012-05-17;216000;79200;272,73
10;2012-05-18;8640;47520;18,18
10;2012-05-19;86400;79200;109,09
10;2012-05-20;0;95040;0
10;2012-05-21;120960;95040;127,27
10;2012-05-22;95040;95040;100
10;2012-05-23;161280;110880;145,45
10;2012-05-24;79200;79200;100
10;2012-05-25;155520;95040;163,64
10;2012-05-26;110880;110880;100
10;2012-05-27;115200;63360;181,82
10;2012-05-28;79200;79200;100
10;2012-05-29;86400;79200;109,09
10;2012-05-30;86400;95040;90,91
10;2012-05-31;100800;79200;127,27
10;2012-06-01;69120;95040;72,73
10;2012-06-02;322560;221760;145,45
10;2012-06-03;69120;126720;54,55
10;2012-06-04;181440;110880;163,64
10;2012-06-05;57600;158400;36,36
10;2012-06-06;172800;95040;181,82
10;2012-06-07;25920;142560;18,18
10;2012-06-08;190080;95040;200
10;2012-06-09;72000;79200;90,91
10;2012-06-10;138240;63360;218,18
10;2012-06-11;80640;110880;72,73
10;2012-06-12;299520;126720;236,36
10;2012-06-13;43200;79200;54,55
10;2012-06-14;322560;126720;254,55
10;2012-06-15;28800;79200;36,36
10;2012-06-16;216000;79200;272,73
10;2012-06-17;17280;95040;18,18
10;2012-06-18;184320;63360;290,91
10;2012-06-19;12960;142560;9,09
10;2012-06-20;142560;142560;100
10;2012-06-21;14400;158400;9,09
10;2012-06-22;110880;110880;100
10;2012-06-23;4320;47520;9,09
10;2012-06-24;63360;63360;100
10;2012-06-25;8640;95040;9,09
10;2012-06-26;110880;110880;100
10;2012-06-27;8640;95040;9,09
10;2012-06-28;126720;126720;100
10;2012-06-29;120960;110880;109,09
10;2012-06-30;72000;79200;90,91
10;2012-07-01;120960;95040;127,27
10;2012-07-02;46080;63360;72,73
10;2012-07-03;322560;221760;145,45
10;2012-07-04;51840;95040;54,55
10;2012-07-05;129600;79200;163,64
10;2012-07-06;34560;95040;36,36
10;2012-07-07;115200;63360;181,82
10;2012-07-08;25920;142560;18,18
10;2012-07-09;253440;126720;200
10;2012-07-10;86400;95040;90,91
10;2012-07-11;207360;95040;218,18
10;2012-07-12;69120;95040;72,73
10;2012-07-13;224640;95040;236,36
10;2012-07-14;34560;63360;54,55
10;2012-07-15;201600;79200;254,55
10;2012-07-16;57600;158400;36,36
10;2012-07-17;345600;126720;272,73
10;2012-07-18;17280;95040;18,18
10;2012-07-19;414720;142560;290,91
10;2012-07-20;10080;110880;9,09
10;2012-07-21;126720;126720;100
10;2012-07-22;12960;142560;9,09
10;2012-07-23;142560;142560;100
10;2012-07-24;10080;110880;9,09
10;2012-07-25;79200;79200;100
10;2012-07-26;12960;142560;9,09
10;2012-07-27;158400;158400;100
10;2012-07-28;12960;142560;9,09
10;2012-07-29;95040;95040;100
10;2012-07-30;86400;79200;109,09
10;2012-07-31;57600;63360;90,91
10;2012-08-01;120960;95040;127,27
10;2012-08-02;69120;95040;72,73
10;2012-08-03;322560;221760;145,45
10;2012-08-04;69120;126720;54,55
10;2012-08-05;207360;126720;163,64
10;2012-08-06;40320;110880;36,36
10;2012-08-07;86400;47520;181,82
10;2012-08-08;8640;47520;18,18
10;2012-08-09;158400;79200;200
10;2012-08-10;100800;110880;90,91
10;2012-08-11;311040;142560;218,18
10;2012-08-12;69120;95040;72,73
10;2012-08-13;224640;95040;236,36
10;2012-08-14;77760;142560;54,55
10;2012-08-15;362880;142560;254,55
10;2012-08-16;34560;95040;36,36
10;2012-08-17;172800;63360;272,73
10;2012-08-18;17280;95040;18,18
10;2012-08-19;86400;79200;109,09
10;2012-08-20;0;110880;0
10;2012-08-21;141120;110880;127,27
10;2012-08-22;126720;126720;100
10;2012-08-23;115200;79200;145,45
10;2012-08-24;110880;110880;100
10;2012-08-25;233280;142560;163,64
10;2012-08-26;142560;142560;100
10;2012-08-27;201600;110880;181,82
10;2012-08-28;110880;110880;100
10;2012-08-29;103680;95040;109,09
10;2012-08-30;72000;79200;90,91
10;2012-08-31;141120;110880;127,27
10;2012-09-01;80640;110880;72,73
10;2012-09-02;322560;221760;145,45
10;2012-09-03;60480;110880;54,55
10;2012-09-04;129600;79200;163,64
10;2012-09-05;34560;95040;36,36
10;2012-09-06;201600;110880;181,82
10;2012-09-07;28800;158400;18,18
10;2012-09-08;221760;110880;200
10;2012-09-09;100800;110880;90,91
10;2012-09-10;138240;63360;218,18
10;2012-09-11;57600;79200;72,73
10;2012-09-12;149760;63360;236,36
10;2012-09-13;51840;95040;54,55
10;2012-09-14;362880;142560;254,55
10;2012-09-15;40320;110880;36,36
10;2012-09-16;259200;95040;272,73
10;2012-09-17;17280;95040;18,18
10;2012-09-18;322560;110880;290,91
10;2012-09-19;8640;95040;9,09
10;2012-09-20;158400;158400;100
10;2012-09-21;12960;142560;9,09
10;2012-09-22;126720;126720;100
10;2012-09-23;12960;142560;9,09
10;2012-09-24;142560;142560;100
10;2012-09-25;11520;126720;9,09
10;2012-09-26;142560;142560;100
10;2012-09-27;14400;158400;9,09
10;2012-09-28;47520;47520;100
10;2012-09-29;120960;110880;109,09
10;2012-09-30;86400;95040;90,91
10;2012-10-01;161280;126720;127,27
10;2012-10-02;80640;110880;72,73
10;2012-10-03;322560;221760;145,45
10;2012-10-04;34560;63360;54,55
10;2012-10-05;207360;126720;163,64
10;2012-10-06;17280;47520;36,36
10;2012-10-07;201600;110880;181,82
10;2012-10-08;25920;142560;18,18
10;2012-10-09;285120;142560;200
10;2012-10-10;100800;110880;90,91
10;2012-10-11;241920;110880;218,18
10;2012-10-12;69120;95040;72,73
10;2012-10-13;262080;110880;236,36
10;2012-10-14;60480;110880;54,55
10;2012-10-15;161280;63360;254,55
10;2012-10-16;23040;63360;36,36
10;2012-10-17;259200;95040;272,73
10;2012-10-18;23040;126720;18,18
10;2012-10-19;103680;95040;109,09
10;2012-10-20;0;110880;0
10;2012-10-21;141120;110880;127,27
10;2012-10-22;110880;110880;100
10;2012-10-23;207360;142560;145,45
10;2012-10-24;95040;95040;100
10;2012-10-25;233280;142560;163,64
10;2012-10-26;95040;95040;100
10;2012-10-27;172800;95040;181,82
10;2012-10-28;95040;95040;100
10;2012-10-29;120960;110880;109,09
10;2012-10-30;86400;95040;90,91
10;2012-10-31;161280;126720;127,27
10;2012-11-01;103680;142560;72,73
10;2012-11-02;322560;221760;145,45
10;2012-11-03;77760;142560;54,55
10;2012-11-04;233280;142560;163,64
10;2012-11-05;40320;110880;36,36
10;2012-11-06;288000;158400;181,82
10;2012-11-07;20160;110880;18,18
10;2012-11-08;285120;142560;200
10;2012-11-09;158400;174240;90,91
10;2012-11-10;345600;158400;218,18
10;2012-11-11;92160;126720;72,73
10;2012-11-12;336960;142560;236,36
10;2012-11-13;86400;158400;54,55
10;2012-11-14;322560;126720;254,55
10;2012-11-15;51840;142560;36,36
10;2012-11-16;302400;110880;272,73
10;2012-11-17;23040;126720;18,18
10;2012-11-18;460800;158400;290,91
10;2012-11-19;11520;126720;9,09
10;2012-11-20;126720;126720;100
10;2012-11-21;11520;126720;9,09
10;2012-11-22;95040;95040;100
10;2012-11-23;10080;110880;9,09
10;2012-11-24;126720;126720;100
10;2012-11-25;12960;142560;9,09
10;2012-11-26;126720;126720;100
10;2012-11-27;11520;126720;9,09
10;2012-11-28;142560;142560;100
10;2012-11-29;120960;110880;109,09
10;2012-11-30;129600;142560;90,91
10;2012-12-01;100800;79200;127,27
10;2012-12-02;92160;126720;72,73
10;2012-12-03;322560;221760;145,45
10;2012-12-04;69120;126720;54,55
10;2012-12-05;207360;126720;163,64
10;2012-12-06;23040;63360;36,36
10;2012-12-07;201600;110880;181,82
10;2012-12-08;8640;47520;18,18
10;2012-12-09;316800;158400;200
10;2012-12-10;129600;142560;90,91
10;2012-12-11;276480;126720;218,18
10;2012-12-12;103680;142560;72,73
10;2012-12-13;224640;95040;236,36
10;2012-12-14;69120;126720;54,55
10;2012-12-15;403200;158400;254,55
10;2012-12-16;23040;63360;36,36
10;2012-12-17;302400;110880;272,73
10;2012-12-18;25920;142560;18,18
10;2012-12-19;368640;126720;290,91
10;2012-12-20;12960;142560;9,09
10;2012-12-21;126720;126720;100
10;2012-12-22;8640;95040;9,09
10;2012-12-23;142560;142560;100
10;2012-12-24;11520;126720;9,09
10;2012-12-25;126720;126720;100
10;2012-12-26;8640;95040;9,09
10;2012-12-27;126720;126720;100
10;2012-12-28;8640;95040;9,09
10;2012-12-29;110880;110880;100
10;2012-12-30;103680;95040;109,09
10;2012-12-31;100800;110880;90,91
10;2013-01-01;161280;126720;127,27
10;2013-01-02;46080;63360;72,73
10;2013-01-03;322560;221760;145,45
10;2013-01-04;77760;142560;54,55
10;2013-01-05;181440;110880;163,64
10;2013-01-06;57600;158400;36,36
10;2013-01-07;172800;95040;181,82
10;2013-01-08;25920;142560;18,18
10;2013-01-09;253440;126720;200
10;2013-01-10;144000;158400;90,91
10;2013-01-11;207360;95040;218,18
10;2013-01-12;57600;79200;72,73
10;2013-01-13;224640;95040;236,36
10;2013-01-14;60480;110880;54,55
10;2013-01-15;282240;110880;254,55
10;2013-01-16;63360;174240;36,36
10;2013-01-17;172800;158400;109,09
10;2013-01-18;11520;63360;18,18
10;2013-01-19;161280;126720;127,27
10;2013-01-20;0;158400;0
10;2013-01-21;207360;142560;145,45
10;2013-01-22;110880;110880;100
10;2013-01-23;207360;126720;163,64
10;2013-01-24;95040;95040;100
10;2013-01-25;144000;79200;181,82
10;2013-01-26;158400;158400;100
10;2013-01-27;155520;142560;109,09
10;2013-01-28;86400;95040;90,91
10;2013-01-29;120960;95040;127,27
10;2013-01-30;80640;110880;72,73
10;2013-01-31;322560;221760;145,45
10;2013-02-01;77760;142560;54,55
10;2013-02-02;207360;126720;163,64
10;2013-02-03;40320;110880;36,36
10;2013-02-04;259200;142560;181,82
10;2013-02-05;23040;126720;18,18
10;2013-02-06;348480;174240;200
10;2013-02-07;158400;174240;90,91
10;2013-02-08;241920;110880;218,18
10;2013-02-09;69120;95040;72,73
10;2013-02-10;336960;142560;236,36
10;2013-02-11;86400;158400;54,55
10;2013-02-12;201600;79200;254,55
10;2013-02-13;40320;110880;36,36
10;2013-02-14;172800;63360;272,73
10;2013-02-15;20160;110880;18,18
10;2013-02-16;368640;126720;290,91
10;2013-02-17;12960;142560;9,09
10;2013-02-18;174240;174240;100
10;2013-02-19;11520;126720;9,09
10;2013-02-20;126720;126720;100
10;2013-02-21;11520;126720;9,09
10;2013-02-22;79200;79200;100
10;2013-02-23;12960;142560;9,09
10;2013-02-24;63360;63360;100
10;2013-02-25;8640;95040;9,09
10;2013-02-26;110880;110880;100
10;2013-02-27;120960;110880;109,09
10;2013-02-28;100800;110880;90,91
10;2013-03-01;120960;95040;127,27
10;2013-03-02;69120;95040;72,73
10;2013-03-03;322560;221760;145,45
10;2013-03-04;60480;110880;54,55
10;2013-03-05;207360;126720;163,64
10;2013-03-06;51840;142560;36,36
10;2013-03-07;172800;95040;181,82
10;2013-03-08;17280;95040;18,18
10;2013-03-09;253440;126720;200
10;2013-03-10;115200;126720;90,91
10;2013-03-11;276480;126720;218,18
10;2013-03-12;46080;63360;72,73
10;2013-03-13;374400;158400;236,36
10;2013-03-14;69120;126720;54,55
10;2013-03-15;403200;158400;254,55
10;2013-03-16;40320;110880;36,36
10;2013-03-17;345600;126720;272,73
10;2013-03-18;20160;110880;18,18
10;2013-03-19;172800;158400;109,09
10;2013-03-20;0;110880;0
10;2013-03-21;120960;95040;127,27
10;2013-03-22;158400;158400;100
10;2013-03-23;161280;110880;145,45
10;2013-03-24;110880;110880;100
10;2013-03-25;155520;95040;163,64
10;2013-03-26;126720;126720;100
10;2013-03-27;259200;142560;181,82
10;2013-03-28;126720;126720;100
10;2013-03-29;138240;126720;109,09
10;2013-03-30;86400;95040;90,91
10;2013-03-31;141120;110880;127,27
10;2013-04-01;92160;126720;72,73
10;2013-04-02;322560;221760;145,45
10;2013-04-03;60480;110880;54,55
10;2013-04-04;259200;158400;163,64
10;2013-04-05;63360;174240;36,36
10;2013-04-06;288000;158400;181,82
10;2013-04-07;25920;142560;18,18
10;2013-04-08;285120;142560;200
10;2013-04-09;144000;158400;90,91
10;2013-04-10;311040;142560;218,18
10;2013-04-11;103680;142560;72,73
10;2013-04-12;411840;174240;236,36
10;2013-04-13;86400;158400;54,55
10;2013-04-14;403200;158400;254,55
10;2013-04-15;57600;158400;36,36
10;2013-04-16;345600;126720;272,73
10;2013-04-17;28800;158400;18,18
10;2013-04-18;368640;126720;290,91
10;2013-04-19;4320;47520;9,09
10;2013-04-20;126720;126720;100
10;2013-04-21;11520;126720;9,09
10;2013-04-22;142560;142560;100
10;2013-04-23;14400;158400;9,09
10;2013-04-24;126720;126720;100
10;2013-04-25;11520;126720;9,09
10;2013-04-26;142560;142560;100
10;2013-04-27;11520;126720;9,09
10;2013-04-28;95040;95040;100
10;2013-04-29;120960;110880;109,09
10;2013-04-30;86400;95040;90,91
10;2013-05-01;161280;126720;127,27
10;2013-05-02;115200;158400;72,73
10;2013-05-03;322560;221760;145,45
10;2013-05-04;77760;142560;54,55
10;2013-05-05;207360;126720;163,64
10;2013-05-06;46080;126720;36,36
10;2013-05-07;259200;142560;181,82
10;2013-05-08;25920;142560;18,18
10;2013-05-09;348480;174240;200
10;2013-05-10;144000;158400;90,91
10;2013-05-11;276480;126720;218,18
10;2013-05-12;115200;158400;72,73
10;2013-05-13;299520;126720;236,36
10;2013-05-14;95040;174240;54,55
10;2013-05-15;362880;142560;254,55
10;2013-05-16;63360;174240;36,36
10;2013-05-17;345600;126720;272,73
10;2013-05-18;28800;158400;18,18
10;2013-05-19;155520;142560;109,09
10;2013-05-20;0;158400;0
10;2013-05-21;161280;126720;127,27
10;2013-05-22;142560;142560;100
10;2013-05-23;207360;142560;145,45
10;2013-05-24;142560;142560;100
10;2013-05-25;233280;142560;163,64
10;2013-05-26;158400;158400;100
10;2013-05-27;288000;158400;181,82
10;2013-05-28;142560;142560;100
10;2013-05-29;86400;79200;109,09
10;2013-05-30;129600;142560;90,91
10;2013-05-31;141120;110880;127,27
10;2013-06-01;92160;126720;72,73
10;2013-06-02;414720;285120;145,45
10;2013-06-03;86400;158400;54,55
10;2013-06-04;336960;205920;163,64
10;2013-06-05;69120;190080;36,36
10;2013-06-06;316800;174240;181,82
10;2013-06-07;20160;110880;18,18
10;2013-06-08;316800;158400;200
10;2013-06-09;201600;221760;90,91
10;2013-06-10;449280;205920;218,18
10;2013-06-11;138240;190080;72,73
10;2013-06-12;449280;190080;236,36
10;2013-06-13;103680;190080;54,55
10;2013-06-14;604800;237600;254,55
10;2013-06-15;74880;205920;36,36
10;2013-06-16;518400;190080;272,73
10;2013-06-17;34560;190080;18,18
10;2013-06-18;460800;158400;290,91
10;2013-06-19;15840;174240;9,09
10;2013-06-20;142560;142560;100
10;2013-06-21;18720;205920;9,09
10;2013-06-22;190080;190080;100
10;2013-06-23;18720;205920;9,09
10;2013-06-24;158400;158400;100
10;2013-06-25;18720;205920;9,09
10;2013-06-26;174240;174240;100
