838;HL Road Frame - Black, 44;2012-05-30 00:00:00.000;722,2568;1410;722,26
717;HL Road Frame - Red, 62;2012-05-30 00:00:00.000;722,2568;930;722,26
840;HL Road Frame - Black, 52;2012-05-30 00:00:00.000;722,2568;1245;722,26
721;HL Road Frame - Red, 56;2012-05-30 00:00:00.000;722,2568;664;722,26
718;HL Road Frame - Red, 44;2012-05-30 00:00:00.000;722,2568;1299;722,26
839;HL Road Frame - Black, 48;2012-05-30 00:00:00.000;722,2568;1307;722,26
800;Road-550-W Yellow, 44;2013-05-30 00:00:00.000;713,0798;927;713,08
799;Road-550-W Yellow, 42;2013-05-30 00:00:00.000;713,0798;1249;713,08
798;Road-550-W Yellow, 40;2013-05-30 00:00:00.000;713,0798;1500;713,08
801;Road-550-W Yellow, 48;2013-05-30 00:00:00.000;713,0798;1763;713,08
797;Road-550-W Yellow, 38;2013-05-30 00:00:00.000;713,0798;1744;713,08
740;HL Mountain Frame - Silver, 44;2011-05-31 00:00:00.000;706,811;601;706,81
741;HL Mountain Frame - Silver, 48;2011-05-31 00:00:00.000;706,811;505;706,81
745;HL Mountain Frame - Black, 48;2011-05-31 00:00:00.000;699,0928;382;699,09
744;HL Mountain Frame - Black, 44;2011-05-31 00:00:00.000;699,0928;678;699,09
748;HL Mountain Frame - Silver, 38;2012-05-30 00:00:00.000;660,9142;2236;660,91
739;HL Mountain Frame - Silver, 42;2012-05-30 00:00:00.000;660,9142;1748;660,91
742;HL Mountain Frame - Silver, 46;2012-05-30 00:00:00.000;660,9142;2062;660,91
746;HL Mountain Frame - Black, 46;2012-05-30 00:00:00.000;653,6971;2111;653,70
743;HL Mountain Frame - Black, 42;2012-05-30 00:00:00.000;653,6971;2128;653,70
747;HL Mountain Frame - Black, 38;2012-05-30 00:00:00.000;653,6971;2864;653,70
739;HL Mountain Frame - Silver, 42;2011-05-31 00:00:00.000;623,8403;1748;623,84
748;HL Mountain Frame - Silver, 38;2011-05-31 00:00:00.000;623,8403;2236;623,84
742;HL Mountain Frame - Silver, 46;2011-05-31 00:00:00.000;623,8403;2062;623,84
747;HL Mountain Frame - Black, 38;2011-05-31 00:00:00.000;617,0281;2864;617,03
746;HL Mountain Frame - Black, 46;2011-05-31 00:00:00.000;617,0281;2111;617,03
743;HL Mountain Frame - Black, 42;2011-05-31 00:00:00.000;617,0281;2128;617,03
799;Road-550-W Yellow, 42;2012-05-30 00:00:00.000;605,6492;1249;605,65
801;Road-550-W Yellow, 48;2012-05-30 00:00:00.000;605,6492;1763;605,65
797;Road-550-W Yellow, 38;2012-05-30 00:00:00.000;605,6492;1744;605,65
798;Road-550-W Yellow, 40;2012-05-30 00:00:00.000;605,6492;1500;605,65
800;Road-550-W Yellow, 44;2012-05-30 00:00:00.000;605,6492;927;605,65
889;HL Touring Frame - Yellow, 54;2013-05-30 00:00:00.000;601,7437;461;601,74
892;HL Touring Frame - Blue, 54;2013-05-30 00:00:00.000;601,7437;985;601,74
887;HL Touring Frame - Yellow, 46;2013-05-30 00:00:00.000;601,7437;878;601,74
885;HL Touring Frame - Yellow, 60;2013-05-30 00:00:00.000;601,7437;1007;601,74
891;HL Touring Frame - Blue, 50;2013-05-30 00:00:00.000;601,7437;875;601,74
893;HL Touring Frame - Blue, 60;2013-05-30 00:00:00.000;601,7437;1261;601,74
890;HL Touring Frame - Blue, 46;2013-05-30 00:00:00.000;601,7437;772;601,74
888;HL Touring Frame - Yellow, 50;2013-05-30 00:00:00.000;601,7437;386;601,74
787;Mountain-300 Black, 44;2012-05-30 00:00:00.000;598,4354;747;598,44
785;Mountain-300 Black, 38;2012-05-30 00:00:00.000;598,4354;684;598,44
786;Mountain-300 Black, 40;2012-05-30 00:00:00.000;598,4354;776;598,44
788;Mountain-300 Black, 48;2012-05-30 00:00:00.000;598,4354;740;598,44
762;Road-650 Red, 44;2012-05-30 00:00:00.000;486,7066;2254;486,71
769;Road-650 Black, 48;2012-05-30 00:00:00.000;486,7066;644;486,71
760;Road-650 Red, 60;2012-05-30 00:00:00.000;486,7066;2232;486,71
765;Road-650 Black, 58;2012-05-30 00:00:00.000;486,7066;1871;486,71
767;Road-650 Black, 62;2012-05-30 00:00:00.000;486,7066;644;486,71
763;Road-650 Red, 48;2012-05-30 00:00:00.000;486,7066;1888;486,71
761;Road-650 Red, 62;2012-05-30 00:00:00.000;486,7066;1896;486,71
770;Road-650 Black, 52;2012-05-30 00:00:00.000;486,7066;2270;486,71
764;Road-650 Red, 52;2012-05-30 00:00:00.000;486,7066;1112;486,71
759;Road-650 Red, 58;2012-05-30 00:00:00.000;486,7066;618;486,71
766;Road-650 Black, 60;2012-05-30 00:00:00.000;486,7066;1100;486,71
768;Road-650 Black, 44;2012-05-30 00:00:00.000;486,7066;1080;486,71
959;Touring-3000 Blue, 58;2013-05-30 00:00:00.000;461,4448;482;461,44
965;Touring-3000 Yellow, 62;2013-05-30 00:00:00.000;461,4448;844;461,44
962;Touring-3000 Yellow, 50;2013-05-30 00:00:00.000;461,4448;686;461,44
964;Touring-3000 Yellow, 58;2013-05-30 00:00:00.000;461,4448;293;461,44
978;Touring-3000 Blue, 44;2013-05-30 00:00:00.000;461,4448;292;461,44
961;Touring-3000 Yellow, 44;2013-05-30 00:00:00.000;461,4448;851;461,44
963;Touring-3000 Yellow, 54;2013-05-30 00:00:00.000;461,4448;453;461,44
960;Touring-3000 Blue, 62;2013-05-30 00:00:00.000;461,4448;281;461,44
958;Touring-3000 Blue, 54;2013-05-30 00:00:00.000;461,4448;686;461,44
979;Touring-3000 Blue, 50;2013-05-30 00:00:00.000;461,4448;841;461,44
980;Mountain-400-W Silver, 38;2013-05-30 00:00:00.000;419,7784;425;419,78
982;Mountain-400-W Silver, 42;2013-05-30 00:00:00.000;419,7784;385;419,78
983;Mountain-400-W Silver, 46;2013-05-30 00:00:00.000;419,7784;401;419,78
981;Mountain-400-W Silver, 40;2013-05-30 00:00:00.000;419,7784;617;419,78
760;Road-650 Red, 60;2011-05-31 00:00:00.000;413,1463;2232;413,15
765;Road-650 Black, 58;2011-05-31 00:00:00.000;413,1463;1871;413,15
767;Road-650 Black, 62;2011-05-31 00:00:00.000;413,1463;644;413,15
769;Road-650 Black, 48;2011-05-31 00:00:00.000;413,1463;644;413,15
764;Road-650 Red, 52;2011-05-31 00:00:00.000;413,1463;1112;413,15
762;Road-650 Red, 44;2011-05-31 00:00:00.000;413,1463;2254;413,15
766;Road-650 Black, 60;2011-05-31 00:00:00.000;413,1463;1100;413,15
759;Road-650 Red, 58;2011-05-31 00:00:00.000;413,1463;618;413,15
763;Road-650 Red, 48;2011-05-31 00:00:00.000;413,1463;1888;413,15
761;Road-650 Red, 62;2011-05-31 00:00:00.000;413,1463;1896;413,15
768;Road-650 Black, 44;2011-05-31 00:00:00.000;413,1463;1080;413,15
770;Road-650 Black, 52;2011-05-31 00:00:00.000;413,1463;2270;413,15
835;ML Road Frame-W - Yellow, 44;2013-05-30 00:00:00.000;360,9428;1707;360,94
833;ML Road Frame-W - Yellow, 40;2013-05-30 00:00:00.000;360,9428;2488;360,94
834;ML Road Frame-W - Yellow, 42;2013-05-30 00:00:00.000;360,9428;2193;360,94
836;ML Road Frame-W - Yellow, 48;2013-05-30 00:00:00.000;360,9428;1701;360,94
822;ML Road Frame-W - Yellow, 38;2013-05-30 00:00:00.000;360,9428;1497;360,94
734;ML Road Frame - Red, 58;2011-05-31 00:00:00.000;352,1394;582;352,14
731;ML Road Frame - Red, 44;2011-05-31 00:00:00.000;352,1394;346;352,14
733;ML Road Frame - Red, 52;2011-05-31 00:00:00.000;352,1394;257;352,14
735;ML Road Frame - Red, 60;2011-05-31 00:00:00.000;352,1394;350;352,14
732;ML Road Frame - Red, 48;2011-05-31 00:00:00.000;352,1394;212;352,14
998;Road-750 Black, 48;2013-05-30 00:00:00.000;343,6496;1556;343,65
977;Road-750 Black, 58;2013-05-30 00:00:00.000;343,6496;892;343,65
999;Road-750 Black, 52;2013-05-30 00:00:00.000;343,6496;1338;343,65
997;Road-750 Black, 44;2013-05-30 00:00:00.000;343,6496;656;343,65
985;Mountain-500 Silver, 42;2013-05-30 00:00:00.000;308,2179;455;308,22
988;Mountain-500 Silver, 52;2013-05-30 00:00:00.000;308,2179;515;308,22
986;Mountain-500 Silver, 44;2013-05-30 00:00:00.000;308,2179;381;308,22
987;Mountain-500 Silver, 48;2013-05-30 00:00:00.000;308,2179;457;308,22
984;Mountain-500 Silver, 40;2013-05-30 00:00:00.000;308,2179;450;308,22
833;ML Road Frame-W - Yellow, 40;2012-05-30 00:00:00.000;300,1188;2488;300,12
836;ML Road Frame-W - Yellow, 48;2012-05-30 00:00:00.000;300,1188;1701;300,12
822;ML Road Frame-W - Yellow, 38;2012-05-30 00:00:00.000;300,1188;1497;300,12
834;ML Road Frame-W - Yellow, 42;2012-05-30 00:00:00.000;300,1188;2193;300,12
835;ML Road Frame-W - Yellow, 44;2012-05-30 00:00:00.000;300,1188;1707;300,12
993;Mountain-500 Black, 52;2013-05-30 00:00:00.000;294,5797;272;294,58
990;Mountain-500 Black, 42;2013-05-30 00:00:00.000;294,5797;388;294,58
992;Mountain-500 Black, 48;2013-05-30 00:00:00.000;294,5797;449;294,58
991;Mountain-500 Black, 44;2013-05-30 00:00:00.000;294,5797;350;294,58
989;Mountain-500 Black, 40;2013-05-30 00:00:00.000;294,5797;282;294,58
723;LL Road Frame - Black, 60;2013-05-30 00:00:00.000;204,6251;996;204,63
737;LL Road Frame - Black, 48;2013-05-30 00:00:00.000;204,6251;2200;204,63
738;LL Road Frame - Black, 52;2013-05-30 00:00:00.000;204,6251;3332;204,63
736;LL Road Frame - Black, 44;2013-05-30 00:00:00.000;204,6251;1438;204,63
724;LL Road Frame - Black, 62;2013-05-30 00:00:00.000;204,6251;644;204,63
722;LL Road Frame - Black, 58;2013-05-30 00:00:00.000;204,6251;2387;204,63
886;LL Touring Frame - Yellow, 62;2013-05-30 00:00:00.000;199,8519;511;199,85
898;LL Touring Frame - Blue, 62;2013-05-30 00:00:00.000;199,8519;281;199,85
900;LL Touring Frame - Yellow, 50;2013-05-30 00:00:00.000;199,8519;409;199,85
896;LL Touring Frame - Blue, 54;2013-05-30 00:00:00.000;199,8519;390;199,85
902;LL Touring Frame - Yellow, 58;2013-05-30 00:00:00.000;199,8519;293;199,85
895;LL Touring Frame - Blue, 50;2013-05-30 00:00:00.000;199,8519;699;199,85
901;LL Touring Frame - Yellow, 54;2013-05-30 00:00:00.000;199,8519;453;199,85
903;LL Touring Frame - Blue, 44;2013-05-30 00:00:00.000;199,8519;258;199,85
897;LL Touring Frame - Blue, 58;2013-05-30 00:00:00.000;199,8519;445;199,85
899;LL Touring Frame - Yellow, 44;2013-05-30 00:00:00.000;199,8519;659;199,85
942;ML Mountain Frame-W - Silver, 38;2013-05-30 00:00:00.000;199,3757;425;199,38
904;ML Mountain Frame-W - Silver, 40;2013-05-30 00:00:00.000;199,3757;738;199,38
906;ML Mountain Frame-W - Silver, 46;2013-05-30 00:00:00.000;199,3757;398;199,38
905;ML Mountain Frame-W - Silver, 42;2013-05-30 00:00:00.000;199,3757;723;199,38
728;LL Road Frame - Red, 58;2012-05-30 00:00:00.000;187,1571;618;187,16
726;LL Road Frame - Red, 48;2012-05-30 00:00:00.000;187,1571;1048;187,16
725;LL Road Frame - Red, 44;2012-05-30 00:00:00.000;187,1571;2030;187,16
730;LL Road Frame - Red, 62;2012-05-30 00:00:00.000;187,1571;1187;187,16
729;LL Road Frame - Red, 60;2012-05-30 00:00:00.000;187,1571;2019;187,16
727;LL Road Frame - Red, 52;2012-05-30 00:00:00.000;187,1571;836;187,16
831;ML Mountain Frame - Black, 44;2012-05-30 00:00:00.000;185,8193;740;185,82
814;ML Mountain Frame - Black, 38;2012-05-30 00:00:00.000;185,8193;647;185,82
832;ML Mountain Frame - Black, 48;2012-05-30 00:00:00.000;185,8193;901;185,82
830;ML Mountain Frame - Black, 40;2012-05-30 00:00:00.000;185,8193;714;185,82
729;LL Road Frame - Red, 60;2011-05-31 00:00:00.000;181,4857;2019;181,49
727;LL Road Frame - Red, 52;2011-05-31 00:00:00.000;181,4857;836;181,49
725;LL Road Frame - Red, 44;2011-05-31 00:00:00.000;181,4857;2030;181,49
730;LL Road Frame - Red, 62;2011-05-31 00:00:00.000;181,4857;1187;181,49
728;LL Road Frame - Red, 58;2011-05-31 00:00:00.000;181,4857;618;181,49
726;LL Road Frame - Red, 48;2011-05-31 00:00:00.000;181,4857;1048;181,49
951;HL Crankset;2013-05-30 00:00:00.000;179,8156;12518;179,82
737;LL Road Frame - Black, 48;2011-05-31 00:00:00.000;176,1997;2200;176,20
723;LL Road Frame - Black, 60;2011-05-31 00:00:00.000;176,1997;996;176,20
722;LL Road Frame - Black, 58;2011-05-31 00:00:00.000;176,1997;2387;176,20
724;LL Road Frame - Black, 62;2011-05-31 00:00:00.000;176,1997;644;176,20
738;LL Road Frame - Black, 52;2011-05-31 00:00:00.000;176,1997;3332;176,20
736;LL Road Frame - Black, 44;2011-05-31 00:00:00.000;176,1997;1438;176,20
723;LL Road Frame - Black, 60;2012-05-30 00:00:00.000;170,1428;996;170,14
737;LL Road Frame - Black, 48;2012-05-30 00:00:00.000;170,1428;2200;170,14
736;LL Road Frame - Black, 44;2012-05-30 00:00:00.000;170,1428;1438;170,14
724;LL Road Frame - Black, 62;2012-05-30 00:00:00.000;170,1428;644;170,14
738;LL Road Frame - Black, 52;2012-05-30 00:00:00.000;170,1428;3332;170,14
722;LL Road Frame - Black, 58;2012-05-30 00:00:00.000;170,1428;2387;170,14
828;HL Road Rear Wheel;2012-05-30 00:00:00.000;158,5346;11066;158,53
820;HL Road Front Wheel;2012-05-30 00:00:00.000;146,5466;10714;146,55
825;HL Mountain Rear Wheel;2012-05-30 00:00:00.000;145,2835;5801;145,28
919;LL Mountain Frame - Silver, 48;2013-05-30 00:00:00.000;144,5938;423;144,59
917;LL Mountain Frame - Silver, 42;2013-05-30 00:00:00.000;144,5938;527;144,59
944;LL Mountain Frame - Silver, 40;2013-05-30 00:00:00.000;144,5938;451;144,59
918;LL Mountain Frame - Silver, 44;2013-05-30 00:00:00.000;144,5938;422;144,59
920;LL Mountain Frame - Silver, 52;2013-05-30 00:00:00.000;144,5938;525;144,59
927;LL Mountain Frame - Black, 52;2013-05-30 00:00:00.000;136,785;264;136,79
925;LL Mountain Frame - Black, 44;2013-05-30 00:00:00.000;136,785;448;136,79
943;LL Mountain Frame - Black, 40;2013-05-30 00:00:00.000;136,785;253;136,79
924;LL Mountain Frame - Black, 42;2013-05-30 00:00:00.000;136,785;464;136,79
926;LL Mountain Frame - Black, 48;2013-05-30 00:00:00.000;136,785;496;136,79
817;HL Mountain Front Wheel;2012-05-30 00:00:00.000;133,2955;5173;133,30
827;ML Road Rear Wheel;2012-05-30 00:00:00.000;122,2709;13305;122,27
950;ML Crankset;2013-05-30 00:00:00.000;113,8816;59125;113,88
819;ML Road Front Wheel;2012-05-30 00:00:00.000;110,2829;13074;110,28
829;Touring Rear Wheel;2012-05-30 00:00:00.000;108,7844;14751;108,78
824;ML Mountain Rear Wheel;2012-05-30 00:00:00.000;104,7951;13024;104,80
804;HL Fork;2012-05-30 00:00:00.000;101,8936;45188;101,89
821;Touring Front Wheel;2012-05-30 00:00:00.000;96,7964;14751;96,80
816;ML Mountain Front Wheel;2012-05-30 00:00:00.000;92,8071;14069;92,81
949;LL Crankset;2013-05-30 00:00:00.000;77,9176;6691;77,92
803;ML Fork;2012-05-30 00:00:00.000;77,9176;26324;77,92
802;LL Fork;2012-05-30 00:00:00.000;65,8097;36747;65,81
807;HL Headset;2012-05-30 00:00:00.000;55,3801;14210;55,38
996;HL Bottom Bracket;2013-05-30 00:00:00.000;53,9416;20015;53,94
894;Rear Derailleur;2013-05-30 00:00:00.000;53,9282;69320;53,93
813;HL Road Handlebars;2013-05-30 00:00:00.000;53,3999;10164;53,40
810;HL Mountain Handlebars;2013-05-30 00:00:00.000;53,3999;15302;53,40
826;LL Road Rear Wheel;2012-05-30 00:00:00.000;49,9789;17794;49,98
810;HL Mountain Handlebars;2012-05-30 00:00:00.000;48,5453;15302;48,55
813;HL Road Handlebars;2012-05-30 00:00:00.000;48,5453;10164;48,55
806;ML Headset;2012-05-30 00:00:00.000;45,4168;53274;45,42
995;ML Bottom Bracket;2013-05-30 00:00:00.000;44,9506;26956;44,95
947;HL Touring Handlebars;2013-05-30 00:00:00.000;40,6571;7057;40,66
945;Front Derailleur;2013-05-30 00:00:00.000;40,6216;63034;40,62
823;LL Mountain Rear Wheel;2012-05-30 00:00:00.000;38,9588;6169;38,96
818;LL Road Front Wheel;2012-05-30 00:00:00.000;37,9909;22051;37,99
812;ML Road Handlebars;2013-05-30 00:00:00.000;27,4925;13906;27,49
809;ML Mountain Handlebars;2013-05-30 00:00:00.000;27,4925;1465;27,49
815;LL Mountain Front Wheel;2012-05-30 00:00:00.000;26,9708;6444;26,97
812;ML Road Handlebars;2012-05-30 00:00:00.000;24,9932;13906;24,99
809;ML Mountain Handlebars;2012-05-30 00:00:00.000;24,9932;1465;24,99
994;LL Bottom Bracket;2013-05-30 00:00:00.000;23,9716;30260;23,97
946;LL Touring Handlebars;2013-05-30 00:00:00.000;20,464;5037;20,46
808;LL Mountain Handlebars;2013-05-30 00:00:00.000;19,7758;4830;19,78
811;LL Road Handlebars;2013-05-30 00:00:00.000;19,7758;20553;19,78
811;LL Road Handlebars;2012-05-30 00:00:00.000;17,978;20553;17,98
808;LL Mountain Handlebars;2012-05-30 00:00:00.000;17,978;4830;17,98
805;LL Headset;2012-05-30 00:00:00.000;15,1848;14245;15,18
